Student_ID,Age,Study_Hours_per_Week,Online_Courses_Completed,Assignment_Completion_Rate,Exam_Score,Attendance_Rate,Sleep_Hours_per_Night,Parental_Income,Extracurricular_Activities,Commute_Time,Part_Time_Job_Hours,Time_Spent_on_Social_Media,Gender,Preferred_Learning_Style,Participation_in_Discussions,Use_of_Educational_Tech,Peer_Study_Group,Self_Reported_Stress_Level,Parental_Education,Health_Metrics,Final_Grade,Letter_Grade,AtRisk
S00144,23,21.1,7.04,74.19,75.58,88.12,7.4,131428.31,19.4,67.7,10.9,4.19,Female,Reading/Writing,No,Yes,False,Medium,Bachelors_Degree,Average,91.48,A-,No
S00145,25,25.9,9.34,83.53,79.84,88.62,6.4,132909.59,16.79,99.3,14.6,3.27,Female,Visual,Yes,Yes,True,Low,Bachelors_Degree,Average,91.96,A-,No
S00146,24,7.2,5.01,59.89,53.48,63.85,8.8,126188.66,15.23,177.0,13.9,3.4,Male,Auditory,No,Yes,False,High,Associate_Degree,Excellent,73.48,C,Yes
S00147,25,30.7,7.63,86.6,86.99,94.6,6.8,105381.24,16.34,15.4,12.6,2.27,Female,Visual,Yes,Yes,True,Low,Associate_Degree,Average,95.02,A,No
S00148,26,18.3,9.58,70.14,66.1,72.44,6.1,78012.73,12.54,106.8,12.5,3.87,Female,Reading/Writing,No,Yes,False,Medium,Some_College_No_Degree,Average,81.56,B-,Yes
S00149,21,33.2,7.64,84.7,73.04,91.53,8.2,64615.49,16.79,76.1,8.5,2.91,Male,Visual,Yes,Yes,True,Medium,High_School_Diploma,Excellent,87.04,B+,No
S00150,22,22.0,11.86,77.94,69.13,83.8,8.0,88361.89,16.25,86.6,8.4,4.14,Male,Reading/Writing,Yes,Yes,False,Medium,Some_College_No_Degree,Average,84.77,B,No
S00151,23,14.2,13.7,75.81,64.34,79.06,9.6,155268.8,16.25,111.2,10.9,2.7,Female,Auditory,Yes,Yes,False,Medium,Bachelors_Degree,Excellent,87.79,B+,No
S00152,20,22.8,8.52,69.66,64.96,70.01,8.4,61960.87,16.52,99.2,12.9,3.59,Male,Reading/Writing,No,Yes,False,High,High_School_Diploma,Excellent,76.81,C,Yes
S00153,24,25.3,10.95,85.31,81.01,101.15,6.6,122084.76,16.85,52.8,14.2,2.73,Male,Visual,Yes,Yes,True,Low,Associate_Degree,Average,91.49,A-,No
S00154,25,25.3,8.16,81.28,79.97,92.92,7.7,92905.65,16.71,44.5,10.7,2.63,Male,Visual,Yes,Yes,True,Low,Some_College_No_Degree,Average,90.53,A-,No
S00155,19,31.0,10.83,74.5,64.02,85.07,6.4,87344.59,12.04,82.6,16.8,3.87,Female,Visual,No,Yes,True,Medium,Some_College_No_Degree,Average,81.83,B-,Yes
S00156,21,27.0,12.07,74.22,69.32,75.2,7.7,48659.56,14.71,58.1,13.9,4.37,Female,Visual,No,Yes,False,High,High_School_Diploma,Average,78.55,C+,Yes
S00157,24,27.6,8.41,80.84,78.63,86.36,7.3,122323.28,14.28,107.1,10.3,2.83,Female,Visual,Yes,Yes,True,Low,Associate_Degree,Average,89.28,B+,No
S00158,23,23.3,9.37,81.73,81.99,97.14,8.0,149766.43,18.81,65.3,9.1,3.95,Female,Reading/Writing,Yes,Yes,False,Medium,Bachelors_Degree,Average,94.42,A,No
S00159,21,22.8,11.95,68.28,59.66,75.63,5.6,117180.31,13.91,154.6,16.4,5.52,Male,Reading/Writing,No,Yes,False,High,Associate_Degree,Poor,75.56,C,Yes
S00160,21,24.9,6.89,73.23,66.2,69.7,7.0,58235.68,15.04,95.0,11.2,3.74,Female,Reading/Writing,No,Yes,False,Medium,High_School_Diploma,Average,78.92,C+,Yes
S00161,25,12.7,6.99,78.9,72.43,90.04,8.4,140829.12,19.33,91.6,10.5,2.15,Female,Auditory,Yes,Yes,False,Low,Bachelors_Degree,Excellent,90.19,A-,No
S00162,22,27.0,6.28,80.89,75.07,80.66,10.0,78112.19,16.74,49.9,8.0,1.36,Male,Visual,Yes,Yes,True,Low,Some_College_No_Degree,Excellent,86.94,B,No
S00163,22,27.7,8.88,77.52,70.85,81.57,7.3,91223.88,15.63,83.8,9.9,2.64,Male,Visual,Yes,Yes,True,Low,Some_College_No_Degree,Average,86.09,B,No
S00164,23,36.1,10.19,81.98,81.98,86.34,6.7,85759.1,12.94,81.1,12.6,4.08,Female,Kinesthetic,Yes,Yes,True,Medium,Some_College_No_Degree,Average,86.66,B,No
S00165,20,27.0,5.18,66.17,62.57,71.26,7.6,81439.6,12.14,128.0,12.3,4.6,Male,Visual,No,Yes,False,High,Some_College_No_Degree,Average,74.61,C,Yes
S00166,23,10.6,5.04,60.93,51.5,63.72,6.6,54664.19,13.36,113.5,21.4,4.62,Other,Auditory,No,Yes,False,High,High_School_Diploma,Average,71.0,C-,Yes
S00167,18,27.1,12.66,69.74,65.17,78.97,7.7,83093.9,15.12,72.2,14.2,4.75,Female,Visual,No,Yes,False,High,Some_College_No_Degree,Average,80.92,B-,Yes
S00168,25,21.2,6.97,79.0,66.61,80.51,5.8,110165.27,12.56,115.9,14.9,4.18,Female,Reading/Writing,Yes,Yes,False,Low,Associate_Degree,Poor,84.69,B,No
S00169,23,21.9,9.97,79.57,68.76,89.93,7.2,122982.67,16.58,115.7,12.8,3.92,Male,Reading/Writing,Yes,Yes,False,Medium,Associate_Degree,Average,87.74,B+,No
S00170,23,26.9,9.98,77.21,74.21,84.45,6.8,101198.68,13.41,68.2,11.7,2.91,Male,Visual,Yes,Yes,True,Low,Associate_Degree,Average,88.68,B+,No
S00171,20,30.8,13.55,76.93,75.99,79.89,8.6,122044.42,20.44,101.3,5.6,3.61,Male,Visual,Yes,Yes,False,High,Associate_Degree,Excellent,89.51,B+,No
S00172,23,22.7,15.65,82.89,69.01,86.9,6.8,149972.5,16.26,104.3,10.4,4.26,Male,Reading/Writing,Yes,Yes,False,Medium,Bachelors_Degree,Average,91.63,A-,No
S00173,25,28.8,6.5,88.61,80.66,100.25,8.4,124777.29,16.59,80.3,13.6,1.61,Male,Visual,Yes,Yes,True,Low,Associate_Degree,Excellent,92.63,A-,No
S00174,21,31.8,12.24,84.13,70.28,91.47,7.7,82838.07,12.04,43.8,13.1,3.6,Male,Visual,Yes,Yes,True,Medium,Some_College_No_Degree,Average,85.84,B,No
S00175,21,32.3,8.81,76.74,75.23,87.66,6.5,83324.67,14.7,77.3,15.0,4.81,Female,Visual,Yes,Yes,True,Medium,Some_College_No_Degree,Average,84.68,B,No
S00176,23,28.2,11.78,86.58,84.18,98.43,8.3,124268.91,19.63,70.6,9.8,1.34,Male,Visual,Yes,Yes,True,Low,Associate_Degree,Excellent,92.31,A-,No
S00177,19,22.5,10.0,59.39,65.95,65.81,7.6,86492.23,16.2,133.0,5.5,4.67,Female,Reading/Writing,No,Yes,False,High,Some_College_No_Degree,Average,74.64,C,Yes
S00178,21,22.3,6.96,70.63,71.23,87.67,7.4,113283.45,16.96,86.8,8.9,3.62,Male,Reading/Writing,No,Yes,False,Medium,Associate_Degree,Average,88.52,B+,No
S00179,20,29.2,12.59,73.28,72.28,84.39,7.6,128682.75,16.38,72.0,11.9,4.06,Male,Visual,No,Yes,True,Medium,Associate_Degree,Average,90.34,A-,No
S00180,21,23.3,10.45,76.29,60.7,79.62,7.6,73679.66,15.68,70.0,9.8,4.36,Male,Reading/Writing,Yes,Yes,False,Medium,Some_College_No_Degree,Average,83.52,B,No
S00181,21,17.7,14.4,76.68,61.13,85.31,7.9,111722.44,18.7,53.5,11.8,3.53,Female,Reading/Writing,Yes,Yes,False,Medium,Associate_Degree,Average,86.73,B,No
S00182,21,23.6,8.93,73.32,68.47,78.62,8.8,97319.4,16.46,63.5,10.1,2.57,Female,Reading/Writing,No,Yes,False,Medium,Some_College_No_Degree,Excellent,84.37,B,No
S00183,23,18.5,10.23,74.84,66.52,83.95,6.6,129680.45,17.32,121.4,11.4,4.42,Female,Reading/Writing,No,Yes,False,Medium,Associate_Degree,Average,85.29,B,No
S00184,21,31.9,11.45,72.87,79.68,82.38,8.1,100724.9,15.9,80.0,8.0,3.06,Male,Visual,No,Yes,True,Medium,Associate_Degree,Excellent,89.61,B+,No
S00185,20,31.4,11.14,78.15,78.07,91.85,6.4,100837.76,17.79,39.0,11.1,3.41,Female,Visual,Yes,Yes,True,Medium,Associate_Degree,Average,91.47,A-,No
S00186,23,38.1,12.84,89.83,86.53,97.88,6.1,131373.34,16.59,104.5,9.2,3.86,Female,Kinesthetic,Yes,Yes,True,Medium,Bachelors_Degree,Average,96.43,A,No
S00187,22,30.2,8.83,75.48,76.52,88.41,7.1,111881.96,15.31,122.3,12.5,4.31,Female,Visual,Yes,Yes,True,Medium,Associate_Degree,Average,85.39,B,No
S00188,21,22.2,4.85,61.02,69.93,72.37,8.4,97906.44,17.36,112.0,5.0,2.69,Female,Reading/Writing,No,Yes,False,Medium,Some_College_No_Degree,Excellent,84.53,B,No
S00189,22,23.4,12.41,86.05,80.03,90.46,8.4,111353.18,20.61,77.9,3.7,2.89,Male,Reading/Writing,Yes,Yes,False,Medium,Associate_Degree,Excellent,90.62,A-,No
S00190,22,41.2,13.01,72.15,71.78,72.82,4.3,28836.38,10.55,118.4,11.8,6.17,Female,Kinesthetic,No,Yes,False,High,High_School_Diploma,Poor,79.95,C+,Yes
S00191,24,31.1,8.12,78.62,74.09,82.44,6.4,60244.92,12.87,97.6,19.8,3.91,Male,Visual,Yes,Yes,True,Medium,High_School_Diploma,Average,79.88,C+,Yes
S00192,25,11.0,8.62,72.89,66.83,79.06,7.3,147029.95,17.51,135.3,10.6,4.44,Female,Auditory,No,Yes,False,Medium,Bachelors_Degree,Average,82.43,B-,Yes
S00193,22,30.1,7.13,83.13,73.84,82.72,7.9,57396.92,16.29,75.9,4.5,4.49,Female,Visual,Yes,Yes,True,Medium,High_School_Diploma,Average,86.25,B,No
S00194,21,15.5,9.78,69.01,57.32,76.05,7.0,84644.52,15.13,76.0,15.9,4.62,Female,Reading/Writing,No,Yes,False,High,Some_College_No_Degree,Average,78.4,C+,Yes
S00195,21,29.5,12.08,72.5,64.12,75.97,6.5,121456.69,11.9,91.6,20.4,4.56,Female,Visual,No,Yes,False,High,Associate_Degree,Average,82.07,B-,Yes
S00196,23,9.5,5.82,59.88,67.88,74.24,9.2,147976.79,17.7,91.3,13.0,3.2,Female,Auditory,No,Yes,False,High,Bachelors_Degree,Excellent,84.31,B,No
S00197,24,47.9,13.95,98.6,96.14,101.63,6.2,82183.62,14.35,53.1,8.3,3.64,Male,Kinesthetic,Yes,Yes,True,Medium,Some_College_No_Degree,Average,96.63,A,No
S00198,25,23.4,7.82,89.12,77.04,97.93,7.8,137918.89,17.22,94.5,15.2,2.83,Female,Reading/Writing,Yes,Yes,False,Low,Bachelors_Degree,Average,92.15,A-,No
S00199,20,34.0,12.17,85.24,76.62,98.07,7.4,113375.96,18.09,58.6,10.0,3.73,Male,Visual,Yes,Yes,True,Medium,Associate_Degree,Average,92.78,A-,No
S00200,24,27.2,10.24,76.72,74.9,81.38,6.4,88617.39,13.79,81.8,11.8,2.85,Male,Visual,Yes,Yes,True,Low,Some_College_No_Degree,Average,85.62,B,No
S00201,23,38.6,11.28,91.13,86.56,96.81,7.0,90994.7,15.38,88.6,8.2,3.35,Female,Kinesthetic,Yes,Yes,True,Low,Some_College_No_Degree,Average,91.47,A-,No
S00202,23,36.5,13.02,83.93,83.44,91.48,7.0,85618.26,16.49,71.1,10.6,4.17,Male,Kinesthetic,Yes,Yes,True,Medium,Some_College_No_Degree,Average,91.2,A-,No
S00203,20,28.5,16.99,71.62,70.23,76.31,6.5,81465.02,15.18,76.4,8.9,4.36,Male,Visual,No,Yes,False,High,Some_College_No_Degree,Average,84.05,B,No
S00204,21,26.8,8.67,76.56,65.28,85.59,5.9,69939.65,13.11,102.6,13.2,4.0,Female,Visual,Yes,Yes,True,Low,High_School_Diploma,Poor,79.98,C+,Yes
S00205,22,9.1,1.77,64.24,63.27,88.92,9.2,79928.53,17.2,60.4,15.1,3.71,Male,Auditory,No,Yes,False,High,Some_College_No_Degree,Excellent,79.66,C+,Yes
S00206,20,23.4,5.6,68.84,65.9,70.33,7.6,56647.81,17.03,105.9,11.6,4.45,Female,Reading/Writing,No,Yes,False,High,High_School_Diploma,Average,77.97,C+,Yes
S00207,22,19.5,7.67,66.28,76.04,84.7,6.3,75996.1,17.57,85.4,14.8,4.22,Female,Reading/Writing,No,Yes,False,High,Some_College_No_Degree,Average,81.16,B-,Yes
S00208,23,19.8,6.2,74.34,80.75,89.66,7.2,100066.23,19.47,21.3,8.9,3.34,Male,Reading/Writing,No,Yes,False,Medium,Associate_Degree,Average,90.79,A-,No
S00209,21,23.3,8.78,74.17,64.95,75.66,7.8,66614.75,15.53,120.5,9.6,4.38,Female,Reading/Writing,No,Yes,False,Medium,High_School_Diploma,Average,73.71,C,Yes
S00210,21,28.7,9.68,77.4,67.08,88.59,7.3,91158.89,14.66,79.4,14.8,3.03,Male,Visual,Yes,Yes,True,Low,Some_College_No_Degree,Average,85.21,B,No
S00211,23,19.6,10.12,78.67,58.65,77.27,7.8,118261.6,15.06,157.4,13.0,4.44,Female,Reading/Writing,Yes,Yes,False,Medium,Associate_Degree,Average,78.06,C+,Yes
S00212,22,12.1,6.6,61.63,56.16,72.84,7.3,76680.51,15.18,117.1,23.6,4.97,Male,Auditory,No,Yes,False,High,Some_College_No_Degree,Average,72.87,C-,Yes
S00213,24,34.9,10.4,87.01,82.23,84.27,7.5,104809.58,15.65,108.3,9.3,3.05,Male,Visual,Yes,Yes,True,Low,Associate_Degree,Average,91.52,A-,No
S00214,22,27.0,9.67,77.18,62.28,78.99,5.5,31430.65,11.49,99.3,16.1,4.86,Male,Visual,Yes,Yes,False,Medium,High_School_Diploma,Poor,74.94,C,Yes
S00215,20,27.3,12.97,67.27,71.38,76.03,6.6,89533.07,14.1,105.0,12.2,4.72,Male,Visual,No,Yes,False,High,Some_College_No_Degree,Average,80.52,B-,Yes
S00216,24,21.1,9.59,73.47,67.55,81.63,5.1,78776.65,15.97,72.4,19.1,5.2,Male,Reading/Writing,No,Yes,False,Medium,Some_College_No_Degree,Poor,82.73,B-,Yes
S00217,20,32.3,14.49,75.2,71.31,76.06,7.2,117354.21,17.59,94.7,5.0,4.43,Female,Visual,Yes,Yes,False,High,Associate_Degree,Average,91.07,A-,No
S00218,20,22.0,7.43,70.89,64.94,82.78,8.0,33374.92,15.35,50.9,16.5,3.75,Female,Reading/Writing,No,No,False,Medium,High_School_Diploma,Average,76.71,C,Yes
S00219,23,28.9,12.72,85.93,75.73,83.27,8.4,112417.24,18.25,145.8,11.1,2.38,Female,Visual,Yes,Yes,True,Low,Associate_Degree,Excellent,84.33,B,No
S00220,22,20.6,10.07,77.55,74.52,87.92,7.9,125515.57,18.4,90.4,5.6,4.01,Male,Reading/Writing,Yes,Yes,False,Medium,Associate_Degree,Average,90.32,A-,No
S00221,21,39.8,12.91,94.49,89.17,101.79,7.5,119338.76,17.26,52.9,5.8,3.49,Male,Kinesthetic,Yes,Yes,True,Medium,Associate_Degree,Average,98.35,A,No
S00222,22,21.0,5.84,64.23,70.07,80.84,7.8,67127.59,16.09,90.1,14.4,4.45,Male,Reading/Writing,No,Yes,False,High,High_School_Diploma,Average,79.19,C+,Yes
S00223,21,24.2,7.12,74.89,55.78,64.78,8.9,85187.57,13.37,154.8,12.5,3.06,Female,Reading/Writing,No,Yes,False,Medium,Some_College_No_Degree,Excellent,72.27,C-,Yes
S00224,22,11.7,5.23,59.07,56.49,65.95,7.2,65258.25,14.63,110.0,19.3,4.35,Male,Auditory,No,Yes,False,High,High_School_Diploma,Average,71.52,C-,Yes
S00225,22,29.3,7.21,70.2,74.39,78.45,6.0,60230.21,15.33,69.5,15.4,3.75,Male,Visual,No,Yes,False,Medium,High_School_Diploma,Average,81.9,B-,Yes
S00226,21,30.6,7.24,84.12,73.47,97.46,7.4,82961.28,15.0,87.5,9.9,4.2,Female,Visual,Yes,Yes,True,Medium,Some_College_No_Degree,Average,87.65,B+,No
S00227,25,19.4,4.82,75.29,73.91,82.57,5.6,80963.59,16.86,78.0,11.5,4.31,Female,Reading/Writing,Yes,Yes,False,Low,Some_College_No_Degree,Poor,85.85,B,No
S00228,22,20.7,12.25,73.96,70.03,83.83,8.0,160553.74,17.69,98.7,13.8,4.17,Male,Reading/Writing,No,Yes,False,Medium,Masters_Degree,Average,90.37,A-,No
S00229,21,22.3,16.24,79.37,66.83,81.92,8.1,137999.31,19.02,70.7,12.7,2.98,Female,Reading/Writing,Yes,Yes,False,Medium,Bachelors_Degree,Excellent,89.0,B+,No
S00230,22,21.9,17.98,84.72,77.99,96.85,8.4,197590.5,19.6,56.0,12.9,2.21,Male,Reading/Writing,Yes,Yes,False,Medium,Doctorate,Excellent,97.59,A,No
S00231,23,15.6,11.9,82.48,74.06,95.42,8.7,117255.95,20.91,54.8,9.9,2.83,Female,Reading/Writing,Yes,Yes,False,Medium,Associate_Degree,Excellent,89.38,B+,No
S00232,21,24.1,11.21,70.81,72.9,82.42,8.1,113552.25,16.08,81.4,8.9,3.26,Male,Reading/Writing,No,Yes,False,Medium,Associate_Degree,Excellent,87.73,B+,No
S00233,19,31.6,7.43,68.23,74.17,77.22,8.3,109072.43,17.49,74.0,10.7,3.89,Male,Visual,No,Yes,False,High,Associate_Degree,Excellent,88.42,B+,No
S00234,23,16.2,4.57,68.73,72.55,81.19,8.2,113026.17,16.66,92.0,14.6,3.24,Female,Reading/Writing,No,Yes,False,Medium,Associate_Degree,Excellent,83.03,B,No
S00235,24,26.3,11.62,76.11,71.77,77.07,6.2,117717.43,14.86,112.4,14.5,3.85,Female,Visual,Yes,Yes,False,Medium,Associate_Degree,Average,86.04,B,No
S00236,23,5.0,2.94,54.98,48.0,57.05,9.1,82149.54,15.94,129.7,14.6,3.75,Female,Auditory,No,Yes,False,High,Some_College_No_Degree,Excellent,68.22,D,Yes
S00237,24,27.0,12.02,78.61,74.35,83.31,7.8,136178.01,16.33,113.0,14.1,4.13,Male,Visual,Yes,Yes,True,Medium,Bachelors_Degree,Average,90.85,A-,No
S00238,20,30.0,14.22,81.78,70.43,86.24,7.3,110342.9,17.48,77.4,10.7,3.94,Male,Visual,Yes,Yes,True,Medium,Associate_Degree,Average,89.44,B+,No
S00239,22,26.9,13.27,76.37,62.96,69.51,7.5,94805.35,13.71,129.1,11.6,4.36,Male,Visual,Yes,Yes,False,Medium,Some_College_No_Degree,Average,76.57,C,Yes
S00240,23,19.9,8.09,71.24,64.06,77.06,5.6,75609.9,14.48,124.9,13.9,5.31,Male,Reading/Writing,No,Yes,False,Medium,Some_College_No_Degree,Poor,74.93,C,Yes
S00241,19,24.8,15.23,71.49,65.14,71.62,8.1,132056.63,15.9,77.8,8.8,2.98,Female,Reading/Writing,No,Yes,False,Medium,Bachelors_Degree,Excellent,87.56,B+,No
S00242,19,18.9,4.62,64.58,61.19,76.18,9.6,40867.61,16.15,67.2,11.5,2.87,Male,Reading/Writing,No,Yes,False,Medium,High_School_Diploma,Excellent,76.39,C,Yes
S00243,18,19.9,10.21,72.18,63.5,82.82,8.8,101469.36,16.95,84.0,3.3,2.76,Male,Reading/Writing,No,Yes,False,Medium,Associate_Degree,Excellent,85.55,B,No
S00244,24,21.1,5.34,66.53,68.68,67.59,7.6,83786.29,14.63,120.6,15.6,5.52,Female,Reading/Writing,No,Yes,False,High,Some_College_No_Degree,Average,74.59,C,Yes
S00245,23,18.9,11.44,77.21,70.9,86.97,6.6,125515.02,15.85,112.0,13.3,3.98,Male,Reading/Writing,Yes,Yes,False,Medium,Associate_Degree,Average,86.25,B,No
S00246,22,28.0,9.77,82.4,80.57,99.44,7.3,97554.63,15.73,73.6,6.1,3.24,Male,Visual,Yes,Yes,True,Low,Some_College_No_Degree,Average,90.06,A-,No
S00247,21,26.9,14.78,67.56,74.82,78.79,7.0,128462.19,16.13,85.9,9.5,4.8,Male,Visual,No,Yes,False,High,Associate_Degree,Average,88.87,B+,No
S00248,21,14.7,8.55,58.55,61.07,69.48,7.9,81207.53,15.17,95.4,11.9,4.25,Male,Auditory,No,Yes,False,High,Some_College_No_Degree,Average,78.33,C+,Yes
S00249,21,38.9,9.72,83.51,83.23,89.97,7.5,111784.39,17.15,55.6,9.4,3.83,Male,Kinesthetic,Yes,Yes,True,Medium,Associate_Degree,Average,94.03,A,No
S00250,20,26.8,10.77,74.4,59.83,72.43,9.3,79413.12,13.74,128.7,8.3,3.47,Female,Visual,No,Yes,False,Medium,Some_College_No_Degree,Excellent,76.3,C,Yes
S00251,20,28.7,14.63,76.74,69.03,79.38,8.4,105985.07,14.93,80.4,12.5,3.22,Female,Visual,Yes,Yes,False,Medium,Associate_Degree,Excellent,85.03,B,No
S00252,24,23.5,9.93,83.23,77.33,91.08,6.5,91730.14,19.28,70.3,12.5,4.05,Male,Reading/Writing,Yes,Yes,False,Medium,Some_College_No_Degree,Average,87.15,B+,No
S00253,23,27.1,13.8,81.5,76.89,90.32,7.6,108718.43,18.29,46.9,13.7,3.64,Female,Visual,Yes,Yes,True,Medium,Associate_Degree,Average,89.97,B+,No
S00254,18,24.5,11.79,72.21,74.74,87.71,9.3,126551.71,21.51,76.8,-0.0,2.43,Female,Reading/Writing,No,Yes,False,Medium,Associate_Degree,Excellent,91.07,A-,No
S00255,20,28.9,14.34,73.99,69.88,79.78,7.5,122393.64,15.43,64.5,10.1,4.18,Male,Visual,No,Yes,False,High,Associate_Degree,Average,89.26,B+,No
S00256,23,29.4,14.84,79.68,75.15,84.17,6.5,110664.69,15.32,68.7,16.4,3.64,Male,Visual,Yes,Yes,True,Medium,Associate_Degree,Average,88.18,B+,No
S00257,22,31.2,16.05,87.64,76.49,87.87,7.6,138229.2,17.2,83.7,8.4,3.97,Female,Visual,Yes,Yes,True,Medium,Bachelors_Degree,Average,94.28,A,No
S00258,21,25.9,8.17,70.83,58.22,69.83,7.2,56785.48,12.51,131.5,17.5,4.38,Male,Visual,No,Yes,False,Medium,High_School_Diploma,Average,69.96,D,Yes
S00259,24,8.8,13.46,80.17,64.62,81.55,9.0,78316.43,17.82,54.1,11.8,2.51,Male,Auditory,Yes,Yes,False,Medium,Some_College_No_Degree,Excellent,81.34,B-,Yes
S00260,19,36.5,14.7,77.04,71.05,78.32,7.8,75225.31,15.3,68.3,9.6,4.4,Male,Kinesthetic,Yes,Yes,False,High,Some_College_No_Degree,Average,86.58,B,No
S00261,26,35.6,9.49,89.16,95.5,92.91,5.7,153881.33,16.79,76.0,7.9,4.08,Male,Kinesthetic,Yes,Yes,True,Low,Bachelors_Degree,Poor,101.25,A,No
S00262,22,22.0,4.59,72.27,66.49,71.07,7.5,45757.08,15.67,87.6,11.4,4.25,Male,Reading/Writing,No,Yes,False,Medium,High_School_Diploma,Average,77.75,C+,Yes
S00263,24,23.4,10.4,75.68,75.28,90.45,6.5,187812.31,16.14,121.3,17.3,4.12,Male,Reading/Writing,Yes,Yes,False,Medium,Masters_Degree,Average,91.45,A-,No
S00264,23,30.5,12.76,89.0,72.53,86.14,7.2,96555.16,15.5,105.3,11.1,3.93,Female,Visual,Yes,Yes,True,Medium,Some_College_No_Degree,Average,86.56,B,No
S00265,22,20.8,4.7,71.81,64.05,85.13,9.3,118778.79,14.9,70.4,16.9,2.99,Other,Reading/Writing,No,Yes,False,Medium,Associate_Degree,Excellent,85.46,B,No
S00266,22,31.4,4.63,71.5,74.75,74.95,6.9,76473.18,13.83,68.6,11.7,4.33,Male,Visual,No,Yes,False,High,Some_College_No_Degree,Average,85.43,B,No
S00267,21,15.7,12.77,55.15,56.92,51.81,7.1,118388.72,15.34,120.3,18.4,5.14,Female,Reading/Writing,No,Yes,False,High,Associate_Degree,Average,70.91,C-,Yes
S00268,21,19.5,13.68,75.16,61.07,79.74,8.4,125613.74,17.09,108.0,9.8,2.78,Male,Reading/Writing,Yes,Yes,False,Medium,Associate_Degree,Excellent,86.84,B,No
S00269,23,20.3,7.08,73.66,74.34,86.89,7.5,101582.0,17.74,95.2,13.4,3.74,Female,Reading/Writing,No,Yes,False,Medium,Associate_Degree,Average,86.48,B,No
S00270,25,37.3,9.02,89.8,77.23,86.31,7.5,116994.36,12.97,175.5,16.0,4.16,Female,Kinesthetic,Yes,Yes,True,Low,Associate_Degree,Average,85.77,B,No
S00271,23,30.7,10.82,85.42,71.72,88.92,7.4,60080.75,12.82,47.3,17.0,2.83,Female,Visual,Yes,Yes,True,Low,High_School_Diploma,Average,83.27,B,No
S00272,21,27.2,10.48,66.84,77.01,77.3,8.0,114208.86,16.14,104.4,8.8,4.45,Female,Visual,No,Yes,False,High,Associate_Degree,Average,86.79,B,No
S00273,20,25.5,13.63,78.96,55.77,80.9,6.7,116866.1,12.97,97.9,13.0,3.79,Male,Visual,Yes,Yes,True,Medium,Associate_Degree,Average,85.26,B,No
S00274,24,27.4,8.77,78.18,65.46,71.94,5.7,117021.83,11.98,111.2,17.1,5.03,Male,Visual,Yes,Yes,False,Medium,Associate_Degree,Poor,83.4,B,No
S00275,18,36.2,16.18,74.56,67.59,74.22,7.8,129168.36,17.15,139.7,6.1,4.62,Male,Kinesthetic,No,Yes,False,High,Associate_Degree,Average,84.57,B,No
S00276,22,16.3,8.37,62.21,58.94,70.43,8.2,82046.02,14.74,105.9,17.7,3.4,Male,Reading/Writing,No,Yes,False,High,Some_College_No_Degree,Excellent,76.88,C,Yes
S00277,23,38.8,11.92,86.07,89.11,100.39,6.0,69607.25,14.59,64.4,12.1,2.84,Male,Kinesthetic,Yes,Yes,True,Low,High_School_Diploma,Average,88.23,B+,No
S00278,24,23.4,4.94,81.59,68.79,85.76,7.9,65526.25,14.25,64.9,12.8,3.27,Male,Reading/Writing,Yes,Yes,False,Low,High_School_Diploma,Average,83.55,B,No
S00279,25,28.3,9.44,88.16,79.76,92.61,8.7,128967.19,16.36,87.9,16.0,1.95,Female,Visual,Yes,Yes,True,Low,Associate_Degree,Excellent,91.49,A-,No
S00280,20,24.4,10.18,72.45,65.09,81.55,7.0,79662.1,15.98,115.5,11.3,3.9,Male,Reading/Writing,No,Yes,False,Medium,Some_College_No_Degree,Average,81.17,B-,Yes
S00281,18,41.9,12.82,81.67,73.12,85.9,8.2,38832.42,13.47,61.1,1.3,3.12,Male,Kinesthetic,Yes,Yes,True,Medium,High_School_Diploma,Excellent,85.84,B,No
S00282,19,29.4,12.22,72.6,77.93,84.02,7.9,111555.96,18.19,10.0,6.0,3.3,Female,Visual,No,Yes,True,Medium,Associate_Degree,Average,91.77,A-,No
S00283,24,26.0,8.17,90.67,79.42,96.59,8.8,141952.46,16.23,62.2,12.5,2.11,Female,Visual,Yes,Yes,True,Low,Bachelors_Degree,Excellent,94.38,A,No
S00284,23,38.5,14.1,85.75,71.81,78.21,5.8,50815.62,11.21,105.6,14.6,4.71,Male,Kinesthetic,Yes,Yes,False,Medium,High_School_Diploma,Poor,81.17,B-,Yes
S00285,26,17.4,10.7,75.96,74.71,77.48,8.0,148868.84,17.99,120.7,12.1,3.73,Female,Reading/Writing,Yes,Yes,False,Low,Bachelors_Degree,Average,84.46,B,No
S00286,20,25.2,8.39,71.27,67.52,84.81,8.6,95470.18,18.66,108.2,8.6,2.89,Female,Visual,No,Yes,True,Medium,Some_College_No_Degree,Excellent,84.2,B,No
S00287,21,11.3,5.63,65.52,55.89,75.46,9.9,91175.47,17.85,96.2,14.0,3.61,Female,Auditory,No,Yes,False,High,Some_College_No_Degree,Excellent,78.33,C+,Yes
S00288,24,16.4,9.11,75.52,67.5,77.88,8.1,122236.54,17.47,119.9,9.1,3.01,Male,Reading/Writing,Yes,Yes,False,Medium,Associate_Degree,Excellent,86.77,B,No
